num_processes,avg_burst,avg_priority,algorithm,avg_waiting,avg_turnaround
44,28.977,4.932,FCFS,539.182,568.159
44,28.977,4.932,SJF,412.0,440.977
44,28.977,4.932,SRTF,410.932,439.909
44,28.977,4.932,RR,819.0,847.977
44,28.977,4.932,Priority,559.727,588.705
13,7.615,3.308,FCFS,42.692,50.308
13,7.615,3.308,SJF,39.308,46.923
13,7.615,3.308,SRTF,39.308,46.923
13,7.615,3.308,RR,68.538,76.154
13,7.615,3.308,Priority,45.615,53.231
38,5.842,2.632,FCFS,77.421,83.263
38,5.842,2.632,SJF,48.947,54.789
38,5.842,2.632,SRTF,48.737,54.579
38,5.842,2.632,RR,102.737,108.579
38,5.842,2.632,Priority,76.184,82.026
8,38.75,2.875,FCFS,130.875,169.625
8,38.75,2.875,SJF,116.75,155.5
8,38.75,2.875,SRTF,116.75,155.5
8,38.75,2.875,RR,230.5,269.25
8,38.75,2.875,Priority,130.0,168.75
22,17,3.091,FCFS,162.0,179.0
22,17,3.091,SJF,101.909,118.909
22,17,3.091,SRTF,100.727,117.727
22,17,3.091,RR,201.045,218.045
22,17,3.091,Priority,103.455,120.455
13,37.692,3.615,FCFS,243.692,281.385
13,37.692,3.615,SJF,196.154,233.846
13,37.692,3.615,SRTF,194.154,231.846
13,37.692,3.615,RR,390.462,428.154
13,37.692,3.615,Priority,219.692,257.385
18,7.778,2.833,FCFS,65.722,73.5
18,7.778,2.833,SJF,59.389,67.167
18,7.778,2.833,SRTF,59.389,67.167
18,7.778,2.833,RR,106.778,114.556
18,7.778,2.833,Priority,67.944,75.722
7,18.143,3.429,FCFS,37.429,55.571
7,18.143,3.429,SJF,31.429,49.571
7,18.143,3.429,SRTF,27.429,45.571
7,18.143,3.429,RR,54.286,72.429
7,18.143,3.429,Priority,43.857,62.0
33,6.939,2.333,FCFS,163.424,170.364
33,6.939,2.333,SJF,35.848,42.788
33,6.939,2.333,SRTF,35.848,42.788
33,6.939,2.333,RR,59.515,66.455
33,6.939,2.333,Priority,57.697,64.636
25,26.52,5,FCFS,315.72,342.24
25,26.52,5,SJF,211.0,237.52
25,26.52,5,SRTF,194.04,220.56
25,26.52,5,RR,404.6,431.12
25,26.52,5,Priority,324.0,350.52
32,5.938,2.219,FCFS,138.094,144.031
32,5.938,2.219,SJF,53.0,58.938
32,5.938,2.219,SRTF,27.0,32.938
32,5.938,2.219,RR,48.531,54.469
32,5.938,2.219,Priority,59.875,65.812
50,20.9,3.52,FCFS,471.58,492.48
50,20.9,3.52,SJF,326.4,347.3
50,20.9,3.52,SRTF,315.1,336.0
50,20.9,3.52,RR,641.92,662.82
50,20.9,3.52,Priority,331.32,352.22
40,5.5,2.85,FCFS,78.975,84.475
40,5.5,2.85,SJF,51.55,57.05
40,5.5,2.85,SRTF,51.325,56.825
40,5.5,2.85,RR,102.425,107.925
40,5.5,2.85,Priority,76.0,81.5
7,22.571,2.714,FCFS,101.571,124.143
7,22.571,2.714,SJF,41.714,64.286
7,22.571,2.714,SRTF,24.714,47.286
7,22.571,2.714,RR,48.286,70.857
7,22.571,2.714,Priority,57.286,79.857
13,6.692,3.231,FCFS,41.385,48.077
13,6.692,3.231,SJF,35.154,41.846
13,6.692,3.231,SRTF,35.154,41.846
13,6.692,3.231,RR,66.154,72.846
13,6.692,3.231,Priority,37.154,43.846
7,12.714,3.571,FCFS,36.857,49.571
7,12.714,3.571,SJF,35.429,48.143
7,12.714,3.571,SRTF,35.286,48.0
7,12.714,3.571,RR,66.714,79.429
7,12.714,3.571,Priority,36.286,49.0
14,10.714,3,FCFS,68.214,78.929
14,10.714,3,SJF,63.429,74.143
14,10.714,3,SRTF,63.429,74.143
14,10.714,3,RR,121.429,132.143
14,10.714,3,Priority,68.143,78.857
30,22.5,3.767,FCFS,294.467,316.967
30,22.5,3.767,SJF,221.2,243.7
30,22.5,3.767,SRTF,218.3,240.8
30,22.5,3.767,RR,436.333,458.833
30,22.5,3.767,Priority,224.433,246.933
16,19.625,3.562,FCFS,137.938,157.562
16,19.625,3.562,SJF,101.188,120.812
16,19.625,3.562,SRTF,100.938,120.562
16,19.625,3.562,RR,200.875,220.5
16,19.625,3.562,Priority,178.812,198.438
24,21.75,3.375,FCFS,257.625,279.375
24,21.75,3.375,SJF,170.542,192.292
24,21.75,3.375,SRTF,162.208,183.958
24,21.75,3.375,RR,327.333,349.083
24,21.75,3.375,Priority,316.042,337.792
22,5.409,2.818,FCFS,34.5,39.909
22,5.409,2.818,SJF,23.318,28.727
22,5.409,2.818,SRTF,23.273,28.682
22,5.409,2.818,RR,43.045,48.455
22,5.409,2.818,Priority,38.409,43.818
38,18.868,3.684,FCFS,340.816,359.684
38,18.868,3.684,SJF,209.474,228.342
38,18.868,3.684,SRTF,209.237,228.105
38,18.868,3.684,RR,427.447,446.316
38,18.868,3.684,Priority,434.737,453.605
28,20.5,3.429,FCFS,248.643,269.143
28,20.5,3.429,SJF,198.5,219.0
28,20.5,3.429,SRTF,193.464,213.964
28,20.5,3.429,RR,381.786,402.286
28,20.5,3.429,Priority,200.5,221.0
47,20.83,3.426,FCFS,454.723,475.553
47,20.83,3.426,SJF,309.66,330.489
47,20.83,3.426,SRTF,305.489,326.319
47,20.83,3.426,RR,617.447,638.277
47,20.83,3.426,Priority,601.83,622.66
17,10.059,2.824,FCFS,78.824,88.882
17,10.059,2.824,SJF,72.882,82.941
17,10.059,2.824,SRTF,72.882,82.941
17,10.059,2.824,RR,132.588,142.647
17,10.059,2.824,Priority,74.941,85.0
6,29,2.5,FCFS,65.333,94.333
6,29,2.5,SJF,62.333,91.333
6,29,2.5,SRTF,62.333,91.333
6,29,2.5,RR,123.0,152.0
6,29,2.5,Priority,65.333,94.333
14,5,2.714,FCFS,20.571,25.571
14,5,2.714,SJF,14.0,19.0
14,5,2.714,SRTF,13.857,18.857
14,5,2.714,RR,26.786,31.786
14,5,2.714,Priority,21.357,26.357
9,17.778,1.889,FCFS,72.222,90.0
9,17.778,1.889,SJF,67.556,85.333
9,17.778,1.889,SRTF,67.444,85.222
9,17.778,1.889,RR,131.222,149.0
9,17.778,1.889,Priority,72.111,89.889
37,17.568,3.568,FCFS,256.054,273.622
37,17.568,3.568,SJF,179.081,196.649
37,17.568,3.568,SRTF,175.297,192.865
37,17.568,3.568,RR,390.405,407.973
37,17.568,3.568,Priority,251.081,268.649
16,6.375,2.562,FCFS,46.0,52.375
16,6.375,2.562,SJF,40.25,46.625
16,6.375,2.562,SRTF,40.25,46.625
16,6.375,2.562,RR,69.0,75.375
16,6.375,2.562,Priority,45.375,51.75
26,5.385,2.962,FCFS,35.962,41.346
26,5.385,2.962,SJF,24.462,29.846
26,5.385,2.962,SRTF,24.346,29.731
26,5.385,2.962,RR,44.077,49.462
26,5.385,2.962,Priority,40.769,46.154
10,11.2,3.5,FCFS,50.3,61.5
10,11.2,3.5,SJF,46.2,57.4
10,11.2,3.5,SRTF,46.2,57.4
10,11.2,3.5,RR,89.3,100.5
10,11.2,3.5,Priority,49.0,60.2
18,22.111,2.389,FCFS,156.778,178.889
18,22.111,2.389,SJF,137.111,159.222
18,22.111,2.389,SRTF,133.278,155.389
18,22.111,2.389,RR,254.389,276.5
18,22.111,2.389,Priority,193.444,215.556
49,6.02,3.408,FCFS,108.816,114.837
49,6.02,3.408,SJF,69.061,75.082
49,6.02,3.408,SRTF,68.714,74.735
49,6.02,3.408,RR,143.633,149.653
49,6.02,3.408,Priority,116.061,122.082
9,16.222,3.333,FCFS,63.222,79.444
9,16.222,3.333,SJF,60.333,76.556
9,16.222,3.333,SRTF,60.333,76.556
9,16.222,3.333,RR,116.222,132.444
9,16.222,3.333,Priority,65.333,81.556
32,23.344,3.156,FCFS,338.781,362.125
32,23.344,3.156,SJF,250.844,274.188
32,23.344,3.156,SRTF,250.719,274.062
32,23.344,3.156,RR,492.938,516.281
32,23.344,3.156,Priority,420.844,444.188
25,19,3.28,FCFS,182.0,201.0
25,19,3.28,SJF,144.24,163.24
25,19,3.28,SRTF,143.96,162.96
25,19,3.28,RR,275.96,294.96
25,19,3.28,Priority,148.16,167.16
42,23.19,3.143,FCFS,462.643,485.833
42,23.19,3.143,SJF,342.476,365.667
42,23.19,3.143,SRTF,339.548,362.738
42,23.19,3.143,RR,672.429,695.619
42,23.19,3.143,Priority,572.333,595.524
27,7.259,2.333,FCFS,143.37,150.63
27,7.259,2.333,SJF,57.889,65.148
27,7.259,2.333,SRTF,27.519,34.778
27,7.259,2.333,RR,49.074,56.333
27,7.259,2.333,Priority,64.63,71.889
34,6.353,2.382,FCFS,161.735,168.088
34,6.353,2.382,SJF,75.647,82.0
34,6.353,2.382,SRTF,31.294,37.647
34,6.353,2.382,RR,56.353,62.706
34,6.353,2.382,Priority,82.471,88.824
13,8.769,2.538,FCFS,54.231,63.0
13,8.769,2.538,SJF,46.769,55.538
13,8.769,2.538,SRTF,46.769,55.538
13,8.769,2.538,RR,91.0,99.769
13,8.769,2.538,Priority,54.154,62.923
40,5.325,2.975,FCFS,57.2,62.525
40,5.325,2.975,SJF,37.475,42.8
40,5.325,2.975,SRTF,36.475,41.8
40,5.325,2.975,RR,72.35,77.675
40,5.325,2.975,Priority,54.1,59.425
47,24.064,3.277,FCFS,503.511,527.574
47,24.064,3.277,SJF,411.787,435.851
47,24.064,3.277,SRTF,410.66,434.723
47,24.064,3.277,RR,813.021,837.085
47,24.064,3.277,Priority,522.66,546.723
18,9.722,3.667,FCFS,82.278,92.0
18,9.722,3.667,SJF,74.667,84.389
18,9.722,3.667,SRTF,74.667,84.389
18,9.722,3.667,RR,139.444,149.167
18,9.722,3.667,Priority,80.222,89.944
6,5.333,1.833,FCFS,12.5,17.833
6,5.333,1.833,SJF,10.0,15.333
6,5.333,1.833,SRTF,10.0,15.333
6,5.333,1.833,RR,14.833,20.167
6,5.333,1.833,Priority,13.0,18.333
35,20.057,5.371,FCFS,296.171,316.229
35,20.057,5.371,SJF,183.914,203.971
35,20.057,5.371,SRTF,167.086,187.143
35,20.057,5.371,RR,340.457,360.514
35,20.057,5.371,Priority,307.971,328.029
41,5.146,3.244,FCFS,57.171,62.317
41,5.146,3.244,SJF,36.098,41.244
41,5.146,3.244,SRTF,36.0,41.146
41,5.146,3.244,RR,72.854,78.0
41,5.146,3.244,Priority,59.22,64.366
43,6.047,3.093,FCFS,89.744,95.791
43,6.047,3.093,SJF,60.093,66.14
43,6.047,3.093,SRTF,59.953,66.0
43,6.047,3.093,RR,123.372,129.419
43,6.047,3.093,Priority,84.465,90.512
39,23.821,3.308,FCFS,428.949,452.769
39,23.821,3.308,SJF,353.923,377.744
39,23.821,3.308,SRTF,353.923,377.744
39,23.821,3.308,RR,703.821,727.641
39,23.821,3.308,Priority,415.795,439.615
30,6.667,1.867,FCFS,141.3,147.967
30,6.667,1.867,SJF,60.2,66.867
30,6.667,1.867,SRTF,32.067,38.733
30,6.667,1.867,RR,52.9,59.567
30,6.667,1.867,Priority,70.033,76.7
26,5.038,2.731,FCFS,44.385,49.423
26,5.038,2.731,SJF,25.5,30.538
26,5.038,2.731,SRTF,25.038,30.077
26,5.038,2.731,RR,48.731,53.769
26,5.038,2.731,Priority,45.846,50.885
49,18.714,3.755,FCFS,411.837,430.551
49,18.714,3.755,SJF,279.163,297.878
49,18.714,3.755,SRTF,278.776,297.49
49,18.714,3.755,RR,547.204,565.918
49,18.714,3.755,Priority,556.286,575.0
16,22.562,2.812,FCFS,165.5,188.062
16,22.562,2.812,SJF,125.875,148.438
16,22.562,2.812,SRTF,124.375,146.938
16,22.562,2.812,RR,249.312,271.875
16,22.562,2.812,Priority,167.562,190.125
37,25.405,3.919,FCFS,415.459,440.865
37,25.405,3.919,SJF,279.676,305.081
37,25.405,3.919,SRTF,279.27,304.676
37,25.405,3.919,RR,575.784,601.189
37,25.405,3.919,Priority,405.432,430.838
9,15.556,2.333,FCFS,61.778,77.333
9,15.556,2.333,SJF,58.556,74.111
9,15.556,2.333,SRTF,58.556,74.111
9,15.556,2.333,RR,111.0,126.556
9,15.556,2.333,Priority,60.111,75.667
21,8.286,2.381,FCFS,121.619,129.905
21,8.286,2.381,SJF,49.476,57.762
21,8.286,2.381,SRTF,23.619,31.905
21,8.286,2.381,RR,42.286,50.571
21,8.286,2.381,Priority,53.81,62.095
17,11.941,2.235,FCFS,157.882,169.824
17,11.941,2.235,SJF,62.176,74.118
17,11.941,2.235,SRTF,22.529,34.471
17,11.941,2.235,RR,44.941,56.882
17,11.941,2.235,Priority,78.176,90.118
7,22.571,3.286,FCFS,78.857,101.429
7,22.571,3.286,SJF,52.286,74.857
7,22.571,3.286,SRTF,48.143,70.714
7,22.571,3.286,RR,99.143,121.714
7,22.571,3.286,Priority,84.143,106.714
15,24.667,3,FCFS,156.2,180.867
15,24.667,3,SJF,126.733,151.4
15,24.667,3,SRTF,125.933,150.6
15,24.667,3,RR,245.8,270.467
15,24.667,3,Priority,179.133,203.8
29,22.414,3.724,FCFS,318.724,341.138
29,22.414,3.724,SJF,207.724,230.138
29,22.414,3.724,SRTF,207.448,229.862
29,22.414,3.724,RR,419.793,442.207
29,22.414,3.724,Priority,211.621,234.034
15,6.467,2.8,FCFS,29.2,35.667
15,6.467,2.8,SJF,22.533,29.0
15,6.467,2.8,SRTF,22.333,28.8
15,6.467,2.8,RR,43.4,49.867
15,6.467,2.8,Priority,30.933,37.4
5,5.4,3.8,FCFS,10.4,15.8
5,5.4,3.8,SJF,7.2,12.6
5,5.4,3.8,SRTF,5.6,11.0
5,5.4,3.8,RR,11.6,17.0
5,5.4,3.8,Priority,9.6,15.0
49,5.49,2.694,FCFS,71.551,77.041
49,5.49,2.694,SJF,49.918,55.408
49,5.49,2.694,SRTF,49.612,55.102
49,5.49,2.694,RR,93.98,99.469
49,5.49,2.694,Priority,78.673,84.163
9,13.444,2.111,FCFS,55.556,69.0
9,13.444,2.111,SJF,48.667,62.111
9,13.444,2.111,SRTF,48.667,62.111
9,13.444,2.111,RR,94.667,108.111
9,13.444,2.111,Priority,53.333,66.778
10,23.7,3.4,FCFS,104.0,127.7
10,23.7,3.4,SJF,80.3,104.0
10,23.7,3.4,SRTF,76.0,99.7
10,23.7,3.4,RR,155.0,178.7
10,23.7,3.4,Priority,106.5,130.2
42,20.143,3.5,FCFS,385.595,405.738
42,20.143,3.5,SJF,244.357,264.5
42,20.143,3.5,SRTF,244.262,264.405
42,20.143,3.5,RR,491.357,511.5
42,20.143,3.5,Priority,249.714,269.857
8,12,2.875,FCFS,43.375,55.375
8,12,2.875,SJF,38.375,50.375
8,12,2.875,SRTF,38.375,50.375
8,12,2.875,RR,74.0,86.0
8,12,2.875,Priority,43.5,55.5
12,5,3.25,FCFS,20.167,25.167
12,5,3.25,SJF,10.417,15.417
12,5,3.25,SRTF,10.417,15.417
12,5,3.25,RR,23.667,28.667
12,5,3.25,Priority,24.75,29.75
5,40.8,2.2,FCFS,88.6,129.4
5,40.8,2.2,SJF,77.8,118.6
5,40.8,2.2,SRTF,71.0,111.8
5,40.8,2.2,RR,144.6,185.4
5,40.8,2.2,Priority,82.6,123.4
6,9.333,3.167,FCFS,22.5,31.833
6,9.333,3.167,SJF,21.0,30.333
6,9.333,3.167,SRTF,21.0,30.333
6,9.333,3.167,RR,37.667,47.0
6,9.333,3.167,Priority,23.0,32.333
13,12.692,2.154,FCFS,123.385,136.077
13,12.692,2.154,SJF,53.0,65.692
13,12.692,2.154,SRTF,19.923,32.615
13,12.692,2.154,RR,41.385,54.077
13,12.692,2.154,Priority,55.846,68.538
18,6.778,3.111,FCFS,52.778,59.556
18,6.778,3.111,SJF,49.722,56.5
18,6.778,3.111,SRTF,49.722,56.5
18,6.778,3.111,RR,89.0,95.778
18,6.778,3.111,Priority,56.278,63.056
50,5.36,3.06,FCFS,86.64,92.0
50,5.36,3.06,SJF,52.6,57.96
50,5.36,3.06,SRTF,52.3,57.66
50,5.36,3.06,RR,107.54,112.9
50,5.36,3.06,Priority,86.58,91.94
16,5.688,2.375,FCFS,25.312,31.0
16,5.688,2.375,SJF,20.25,25.938
16,5.688,2.375,SRTF,17.625,23.312
16,5.688,2.375,RR,33.562,39.25
16,5.688,2.375,Priority,32.75,38.438
29,5,2.034,FCFS,102.31,107.31
29,5,2.034,SJF,56.069,61.069
29,5,2.034,SRTF,24.0,29.0
29,5,2.034,RR,42.517,47.517
29,5,2.034,Priority,64.621,69.621
7,19.429,2.286,FCFS,43.0,62.429
7,19.429,2.286,SJF,31.429,50.857
7,19.429,2.286,SRTF,31.429,50.857
7,19.429,2.286,RR,65.714,85.143
7,19.429,2.286,Priority,36.857,56.286
6,14.833,2.333,FCFS,35.833,50.667
6,14.833,2.333,SJF,34.5,49.333
6,14.833,2.333,SRTF,34.5,49.333
6,14.833,2.333,RR,62.5,77.333
6,14.833,2.333,Priority,38.667,53.5
47,18.766,3.362,FCFS,424.553,443.319
47,18.766,3.362,SJF,260.213,278.979
47,18.766,3.362,SRTF,259.979,278.745
47,18.766,3.362,RR,533.979,552.745
47,18.766,3.362,Priority,262.681,281.447
24,4.25,2.792,FCFS,22.292,26.542
24,4.25,2.792,SJF,14.708,18.958
24,4.25,2.792,SRTF,12.708,16.958
24,4.25,2.792,RR,26.875,31.125
24,4.25,2.792,Priority,20.917,25.167
35,21.571,3.6,FCFS,369.257,390.829
35,21.571,3.6,SJF,236.143,257.714
35,21.571,3.6,SRTF,229.229,250.8
35,21.571,3.6,RR,462.886,484.457
35,21.571,3.6,Priority,238.8,260.371
23,29.087,5.087,FCFS,313.696,342.783
23,29.087,5.087,SJF,222.174,251.261
23,29.087,5.087,SRTF,220.174,249.261
23,29.087,5.087,RR,444.391,473.478
23,29.087,5.087,Priority,317.435,346.522
16,12.188,2.562,FCFS,92.938,105.125
16,12.188,2.562,SJF,85.812,98.0
16,12.188,2.562,SRTF,85.688,97.875
16,12.188,2.562,RR,163.0,175.188
16,12.188,2.562,Priority,91.375,103.562
25,26.28,5.04,FCFS,301.36,327.64
25,26.28,5.04,SJF,215.16,241.44
25,26.28,5.04,SRTF,196.84,223.12
25,26.28,5.04,RR,389.56,415.84
25,26.28,5.04,Priority,291.96,318.24
44,5.386,2.091,FCFS,167.955,173.341
44,5.386,2.091,SJF,71.341,76.727
44,5.386,2.091,SRTF,41.045,46.432
44,5.386,2.091,RR,64.932,70.318
44,5.386,2.091,Priority,79.25,84.636
11,17.909,2.818,FCFS,88.636,106.545
11,17.909,2.818,SJF,85.455,103.364
11,17.909,2.818,SRTF,85.455,103.364
11,17.909,2.818,RR,168.636,186.545
11,17.909,2.818,Priority,89.364,107.273
35,18.743,3.229,FCFS,306.943,325.686
35,18.743,3.229,SJF,210.029,228.771
35,18.743,3.229,SRTF,209.8,228.543
35,18.743,3.229,RR,418.143,436.886
35,18.743,3.229,Priority,215.114,233.857
22,15.773,3.227,FCFS,149.773,165.545
22,15.773,3.227,SJF,93.5,109.273
22,15.773,3.227,SRTF,91.045,106.818
22,15.773,3.227,RR,204.091,219.864
22,15.773,3.227,Priority,137.773,153.545
20,25.9,4.4,FCFS,229.4,255.3
20,25.9,4.4,SJF,157.7,183.6
20,25.9,4.4,SRTF,157.6,183.5
20,25.9,4.4,RR,316.8,342.7
20,25.9,4.4,Priority,244.3,270.2
16,12.062,3.062,FCFS,91.5,103.562
16,12.062,3.062,SJF,83.438,95.5
16,12.062,3.062,SRTF,83.25,95.312
16,12.062,3.062,RR,158.25,170.312
16,12.062,3.062,Priority,88.688,100.75
20,7.15,2.45,FCFS,67.95,75.1
20,7.15,2.45,SJF,59.45,66.6
20,7.15,2.45,SRTF,59.45,66.6
20,7.15,2.45,RR,111.8,118.95
20,7.15,2.45,Priority,65.25,72.4
12,8.167,3,FCFS,41.833,50.0
12,8.167,3,SJF,40.25,48.417
12,8.167,3,SRTF,40.25,48.417
12,8.167,3,RR,67.75,75.917
12,8.167,3,Priority,41.5,49.667
49,20.429,3.449,FCFS,470.02,490.449
49,20.429,3.449,SJF,296.857,317.286
49,20.429,3.449,SRTF,294.918,315.347
49,20.429,3.449,RR,595.265,615.694
49,20.429,3.449,Priority,301.857,322.286
18,13.833,2.333,FCFS,116.833,130.667
18,13.833,2.333,SJF,111.222,125.056
18,13.833,2.333,SRTF,111.222,125.056
18,13.833,2.333,RR,213.278,227.111
18,13.833,2.333,Priority,116.0,129.833
46,18.37,3.239,FCFS,375.674,394.043
46,18.37,3.239,SJF,250.717,269.087
46,18.37,3.239,SRTF,248.652,267.022
46,18.37,3.239,RR,491.739,510.109
46,18.37,3.239,Priority,256.109,274.478
43,22.465,4.512,FCFS,401.674,424.14
43,22.465,4.512,SJF,269.744,292.209
43,22.465,4.512,SRTF,267.744,290.209
43,22.465,4.512,RR,540.93,563.395
43,22.465,4.512,Priority,371.977,394.442
9,4.778,3.222,FCFS,15.556,20.333
9,4.778,3.222,SJF,14.889,19.667
9,4.778,3.222,SRTF,14.889,19.667
9,4.778,3.222,RR,18.778,23.556
9,4.778,3.222,Priority,16.222,21.0
21,28.095,3.476,FCFS,246.286,274.381
21,28.095,3.476,SJF,198.571,226.667
21,28.095,3.476,SRTF,198.571,226.667
21,28.095,3.476,RR,385.095,413.19
21,28.095,3.476,Priority,263.571,291.667
48,13.312,2.792,FCFS,173.958,187.271
48,13.312,2.792,SJF,123.979,137.292
48,13.312,2.792,SRTF,121.312,134.625
48,13.312,2.792,RR,251.75,265.062
48,13.312,2.792,Priority,209.667,222.979
12,14,2.75,FCFS,76.167,90.167
12,14,2.75,SJF,70.917,84.917
12,14,2.75,SRTF,70.917,84.917
12,14,2.75,RR,136.75,150.75
12,14,2.75,Priority,77.167,91.167
36,4.722,2.75,FCFS,52.056,56.778
36,4.722,2.75,SJF,29.111,33.833
36,4.722,2.75,SRTF,28.667,33.389
36,4.722,2.75,RR,60.056,64.778
36,4.722,2.75,Priority,47.667,52.389
27,26.593,3.296,FCFS,308.63,335.222
27,26.593,3.296,SJF,259.963,286.556
27,26.593,3.296,SRTF,259.852,286.444
27,26.593,3.296,RR,517.519,544.111
27,26.593,3.296,Priority,325.519,352.111
34,19.353,3.412,FCFS,323.853,343.206
34,19.353,3.412,SJF,194.735,214.088
34,19.353,3.412,SRTF,192.471,211.824
34,19.353,3.412,RR,397.912,417.265
34,19.353,3.412,Priority,198.118,217.471
44,22.182,3.591,FCFS,478.545,500.727
44,22.182,3.591,SJF,320.136,342.318
44,22.182,3.591,SRTF,313.795,335.977
44,22.182,3.591,RR,636.364,658.545
44,22.182,3.591,Priority,325.977,348.159
17,19.588,2.882,FCFS,157.118,176.706
17,19.588,2.882,SJF,150.353,169.941
17,19.588,2.882,SRTF,150.353,169.941
17,19.588,2.882,RR,292.294,311.882
17,19.588,2.882,Priority,156.176,175.765
21,16.333,2.905,FCFS,166.429,182.762
21,16.333,2.905,SJF,106.81,123.143
21,16.333,2.905,SRTF,106.19,122.524
21,16.333,2.905,RR,216.905,233.238
21,16.333,2.905,Priority,111.143,127.476
27,5.704,2.667,FCFS,45.148,50.852
27,5.704,2.667,SJF,30.926,36.63
27,5.704,2.667,SRTF,30.704,36.407
27,5.704,2.667,RR,55.963,61.667
27,5.704,2.667,Priority,42.852,48.556
29,20.034,3.414,FCFS,281.897,301.931
29,20.034,3.414,SJF,171.241,191.276
29,20.034,3.414,SRTF,171.0,191.034
29,20.034,3.414,RR,342.034,362.069
29,20.034,3.414,Priority,174.345,194.379
12,5.333,2.667,FCFS,31.25,36.583
12,5.333,2.667,SJF,23.333,28.667
12,5.333,2.667,SRTF,23.333,28.667
12,5.333,2.667,RR,39.083,44.417
12,5.333,2.667,Priority,28.917,34.25
28,23.679,3.964,FCFS,308.036,331.714
28,23.679,3.964,SJF,228.75,252.429
28,23.679,3.964,SRTF,228.75,252.429
28,23.679,3.964,RR,458.393,482.071
28,23.679,3.964,Priority,232.786,256.464
20,14.95,3.55,FCFS,139.6,154.55
20,14.95,3.55,SJF,133.45,148.4
20,14.95,3.55,SRTF,133.45,148.4
20,14.95,3.55,RR,255.35,270.3
20,14.95,3.55,Priority,141.3,156.25
37,6.189,2.162,FCFS,173.243,179.432
37,6.189,2.162,SJF,70.622,76.811
37,6.189,2.162,SRTF,31.324,37.514
37,6.189,2.162,RR,55.378,61.568
37,6.189,2.162,Priority,101.919,108.108
21,9.429,1.857,FCFS,148.81,158.238
21,9.429,1.857,SJF,54.762,64.19
21,9.429,1.857,SRTF,22.619,32.048
21,9.429,1.857,RR,46.333,55.762
21,9.429,1.857,Priority,66.667,76.095
10,11.4,2.5,FCFS,50.5,61.9
10,11.4,2.5,SJF,46.5,57.9
10,11.4,2.5,SRTF,46.3,57.7
10,11.4,2.5,RR,90.2,101.6
10,11.4,2.5,Priority,51.4,62.8
6,26,4.167,FCFS,62.333,88.333
6,26,4.167,SJF,55.833,81.833
6,26,4.167,SRTF,50.0,76.0
6,26,4.167,RR,98.833,124.833
6,26,4.167,Priority,56.0,82.0
32,21.469,3.625,FCFS,316.688,338.156
32,21.469,3.625,SJF,230.062,251.531
32,21.469,3.625,SRTF,213.906,235.375
32,21.469,3.625,RR,428.219,449.688
32,21.469,3.625,Priority,233.062,254.531
15,25.733,2.8,FCFS,169.6,195.333
15,25.733,2.8,SJF,138.267,164.0
15,25.733,2.8,SRTF,138.267,164.0
15,25.733,2.8,RR,272.933,298.667
15,25.733,2.8,Priority,156.467,182.2
32,6.688,2.438,FCFS,159.5,166.188
32,6.688,2.438,SJF,70.531,77.219
32,6.688,2.438,SRTF,35.094,41.781
32,6.688,2.438,RR,59.188,65.875
32,6.688,2.438,Priority,79.156,85.844
27,18.519,3.63,FCFS,240.63,259.148
27,18.519,3.63,SJF,151.519,170.037
27,18.519,3.63,SRTF,151.185,169.704
27,18.519,3.63,RR,306.556,325.074
27,18.519,3.63,Priority,304.704,323.222
42,25.786,3.81,FCFS,496.238,522.024
42,25.786,3.81,SJF,333.786,359.571
42,25.786,3.81,SRTF,333.548,359.333
42,25.786,3.81,RR,684.524,710.31
42,25.786,3.81,Priority,444.143,469.929
8,11.125,3.375,FCFS,36.75,47.875
8,11.125,3.375,SJF,35.0,46.125
8,11.125,3.375,SRTF,35.0,46.125
8,11.125,3.375,RR,67.25,78.375
8,11.125,3.375,Priority,37.875,49.0
8,20.5,3.5,FCFS,76.25,96.75
8,20.5,3.5,SJF,50.75,71.25
8,20.5,3.5,SRTF,44.875,65.375
8,20.5,3.5,RR,86.625,107.125
8,20.5,3.5,Priority,50.75,71.25
7,23.143,2.857,FCFS,114.0,137.143
7,23.143,2.857,SJF,57.286,80.429
7,23.143,2.857,SRTF,22.429,45.571
7,23.143,2.857,RR,48.143,71.286
7,23.143,2.857,Priority,57.857,81.0
32,23.375,3.5,FCFS,355.438,378.812
32,23.375,3.5,SJF,269.25,292.625
32,23.375,3.5,SRTF,268.125,291.5
32,23.375,3.5,RR,549.031,572.406
32,23.375,3.5,Priority,363.156,386.531
10,36.9,2.4,FCFS,171.5,208.4
10,36.9,2.4,SJF,147.5,184.4
10,36.9,2.4,SRTF,147.4,184.3
10,36.9,2.4,RR,296.5,333.4
10,36.9,2.4,Priority,164.0,200.9
19,13,2.526,FCFS,116.211,129.211
19,13,2.526,SJF,108.421,121.421
19,13,2.526,SRTF,108.421,121.421
19,13,2.526,RR,201.632,214.632
19,13,2.526,Priority,117.947,130.947
23,8.913,2.652,FCFS,160.304,169.217
23,8.913,2.652,SJF,66.913,75.826
23,8.913,2.652,SRTF,21.913,30.826
23,8.913,2.652,RR,45.957,54.87
23,8.913,2.652,Priority,74.652,83.565
12,37.917,3.333,FCFS,217.167,255.083
12,37.917,3.333,SJF,186.417,224.333
12,37.917,3.333,SRTF,182.083,220.0
12,37.917,3.333,RR,368.417,406.333
12,37.917,3.333,Priority,209.667,247.583
